,agreement,business,chicago,city,consultant,contract,contractor,date,department,may,mbe,must,name,order,required,section,services,shall,wbe,work,Contract Type
1984,154,1,48,45,0,61,9,59,20,22,0,2,0,4,72,18,15,229,0,40,Comptroller
1985,49,3,25,39,0,7,4,9,5,20,0,34,3,0,1,9,10,3,0,3,Comptroller
1986,16,1,21,19,0,9,2,16,18,33,0,13,0,2,9,16,3,37,0,19,Comptroller
1987,13,19,11,48,1,19,4,13,8,20,0,14,19,0,3,24,6,17,0,2,Comptroller
1988,32,99,55,220,5,45,4,56,20,54,3,59,79,6,17,84,24,66,2,9,Comptroller
1989,95,10,21,86,0,15,2,6,4,20,0,61,0,9,8,32,9,2,0,1,Comptroller
1990,23,1,30,70,0,10,5,10,9,27,0,7,5,4,6,44,13,22,0,3,Comptroller
1991,38,0,23,76,0,7,5,12,14,28,0,10,5,2,6,44,16,23,0,1,Comptroller
1992,290,55,91,368,2,130,383,43,33,129,187,207,35,26,77,105,175,69,212,82,Comptroller
1993,12,3,25,88,1,24,4,15,9,14,0,23,21,5,3,12,4,6,0,5,Comptroller
1994,64,0,12,61,0,3,1,11,3,9,0,0,0,3,6,5,3,22,0,2,Comptroller
1995,3,2,7,2,0,8,3,5,3,11,0,0,1,0,1,6,3,14,0,1,Comptroller
1996,20,0,18,68,0,5,1,13,6,12,0,0,2,5,0,24,1,11,0,1,Comptroller
1997,54,4,35,190,0,7,3,18,9,41,0,10,0,3,4,51,7,56,0,9,Comptroller
1998,17,0,19,78,3,6,1,6,9,9,0,0,1,4,9,8,6,3,0,3,Comptroller
1999,12,0,6,21,0,5,1,4,13,1,0,0,0,2,1,6,1,4,0,5,Comptroller
2000,2,4,4,11,0,6,3,9,35,60,0,41,18,8,12,10,9,20,0,6,Comptroller
2001,37,1,29,87,0,4,4,13,13,26,0,9,6,0,7,44,10,23,0,1,Comptroller
2002,111,24,27,153,1,38,7,29,20,34,0,20,22,2,13,69,5,45,0,2,Comptroller
2003,108,12,36,118,0,17,3,8,7,24,0,77,5,7,17,35,10,2,0,3,Comptroller
2004,28,0,4,31,0,3,3,7,5,8,0,1,1,0,2,6,1,31,0,6,Comptroller
2005,20,49,25,162,1,23,2,46,12,34,3,42,38,2,9,60,11,67,3,13,Comptroller
2006,3,19,22,9,0,6,1,12,3,11,1,8,7,2,0,0,4,2,1,13,Comptroller
2007,175,32,56,260,0,27,45,115,30,72,21,1,7,16,38,105,9,364,22,23,Comptroller
2008,11,15,24,108,0,8,1,30,5,21,0,11,7,2,4,26,6,68,0,7,Comptroller
2009,23,39,48,115,0,17,17,18,153,46,0,13,13,28,38,130,6,310,0,27,Comptroller
2010,15,9,14,43,0,5,1,6,3,10,0,7,1,3,1,13,1,8,0,9,Comptroller
2011,115,8,8,150,2,12,8,20,13,29,0,2,2,7,16,35,9,89,0,14,Comptroller
2012,168,26,100,344,2,48,65,62,32,68,18,39,26,22,19,157,9,316,17,29,Comptroller
2013,166,8,39,224,2,32,23,22,20,58,0,64,3,12,27,69,59,60,0,20,Comptroller
2014,33,0,20,58,0,9,6,13,12,22,0,10,5,0,3,44,16,22,0,2,Comptroller
2015,219,18,49,116,0,68,62,46,56,90,0,89,22,16,51,106,26,287,0,112,Comptroller
2016,10,28,11,69,1,21,2,13,11,20,0,14,19,19,3,40,10,29,0,2,Comptroller
2017,37,0,22,77,0,8,6,12,14,25,0,11,4,2,3,47,17,22,0,1,Comptroller
2018,106,17,60,178,1,28,21,27,6,36,0,63,27,5,11,41,13,10,0,5,Comptroller
2019,304,106,68,295,268,64,47,35,45,91,159,150,26,17,47,61,192,61,154,40,Comptroller
2020,15,9,13,40,0,5,1,6,3,10,0,7,2,3,1,14,1,10,0,9,Comptroller
2021,38,1,33,83,0,11,5,14,14,30,0,11,5,2,6,42,17,23,0,2,Comptroller
2022,41,1,14,89,0,9,0,1,2,18,0,2,1,1,6,6,13,68,0,2,Comptroller
2023,13,1,30,28,0,5,1,5,4,0,0,1,0,0,0,0,4,4,0,4,Comptroller
2024,62,42,35,132,1,24,7,15,4,31,0,55,27,0,14,41,6,5,0,6,Comptroller
2025,240,53,91,313,5,126,84,37,31,122,200,128,36,21,47,87,105,139,233,91,Comptroller
2026,300,36,40,190,1,27,5,62,166,84,0,52,38,11,55,78,24,252,0,29,Comptroller
2027,342,130,92,460,0,34,12,40,46,115,1,158,14,15,64,100,145,70,0,21,Comptroller
2028,39,0,23,76,0,9,6,11,14,25,0,11,5,2,3,46,18,22,0,4,Comptroller
2029,10,81,27,82,1,21,2,15,11,15,0,16,27,11,6,42,10,32,0,2,Comptroller
2030,34,1,34,81,0,10,5,11,14,29,0,8,4,4,6,46,17,22,0,2,Comptroller
2031,35,1,26,81,0,9,5,13,14,28,0,10,4,2,6,45,17,23,0,2,Comptroller
2032,153,24,83,129,1,19,6,22,92,52,0,68,9,17,40,61,26,150,0,40,Comptroller
2033,45,5,27,105,0,42,24,11,17,45,0,10,4,4,10,67,12,51,0,3,Comptroller
2034,138,2,83,181,0,5,12,37,13,55,0,7,5,7,13,44,1,134,0,25,Comptroller
2035,34,1,29,80,0,8,5,12,13,28,0,10,5,2,6,45,14,23,0,2,Comptroller
2036,61,26,17,99,0,8,1,34,5,61,0,51,13,4,12,40,5,59,0,5,Comptroller
2037,98,47,50,267,1,42,9,45,19,47,0,19,26,6,23,90,6,180,0,12,Comptroller
2038,21,1,7,19,0,5,1,3,9,4,0,8,0,0,3,0,19,0,0,2,Comptroller
2039,39,1,28,77,0,3,4,8,13,27,0,10,4,0,6,43,17,23,0,3,Comptroller
2040,66,5,27,85,0,6,1,14,24,12,0,8,3,2,7,34,9,70,0,9,Comptroller
2041,10,14,53,77,0,8,1,31,31,40,1,3,4,8,7,26,9,117,1,3,Comptroller
2042,51,41,39,227,2,27,15,49,23,40,1,43,36,5,14,71,9,90,1,8,Comptroller
2043,125,3,27,189,0,24,35,69,15,50,20,1,7,10,18,58,3,285,14,22,Comptroller
2044,9,7,38,75,0,6,1,28,28,33,1,2,2,9,6,23,7,121,0,1,Comptroller
2045,125,70,107,225,2,80,53,36,14,70,171,124,32,13,24,73,33,45,175,34,Comptroller
2046,39,0,20,70,0,6,6,9,14,24,0,11,5,2,2,46,18,22,0,2,Comptroller
2047,14,41,42,79,0,11,1,25,4,20,0,17,22,2,7,33,38,64,0,11,Comptroller
2048,69,3,11,27,0,5,3,9,1,8,0,2,4,4,6,6,7,2,0,4,Comptroller
2049,7,23,11,62,4,20,7,16,10,10,0,16,25,1,5,23,4,8,0,1,Comptroller
2050,23,2,9,21,0,8,1,11,14,6,0,3,0,4,1,14,1,16,0,14,Comptroller
2051,39,0,54,69,0,5,1,9,10,15,0,0,0,1,6,22,13,26,0,1,Comptroller
2052,141,5,23,135,0,18,216,13,61,45,2,64,16,12,3,12,11,2,0,29,Comptroller
2053,37,1,34,86,0,9,5,14,14,32,0,11,5,2,7,44,19,24,0,2,Comptroller
2054,230,27,40,270,0,50,403,26,63,73,1,183,24,33,37,97,140,4,1,49,Comptroller
2055,285,42,79,302,267,72,52,43,34,94,81,144,39,17,50,78,145,45,91,43,Comptroller
2056,36,0,23,75,0,8,5,13,14,28,0,10,4,2,6,42,15,23,0,1,Comptroller
2057,111,45,50,178,1,25,5,18,9,33,0,100,27,4,18,51,8,4,0,6,Comptroller
2058,39,1,24,78,0,2,4,11,14,26,0,11,4,0,7,43,13,24,0,1,Comptroller
2059,201,18,49,576,1,22,12,88,16,117,0,3,6,15,68,94,22,557,0,19,Comptroller
2060,115,28,38,161,1,25,4,19,13,33,0,95,19,7,15,52,14,4,0,3,Comptroller
2061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comptroller
2062,38,1,28,81,0,10,5,12,13,31,0,11,6,0,9,45,14,24,0,2,Comptroller
2063,9,12,47,117,0,5,1,27,43,44,2,4,2,8,9,31,12,123,0,1,Comptroller
2064,1,0,0,2,0,3,1,4,1,0,0,0,0,0,0,1,5,1,0,4,Comptroller
2065,10,19,14,80,12,18,14,12,14,16,0,15,18,10,7,35,20,31,0,2,Comptroller
2066,21,0,19,60,0,8,1,9,10,20,0,8,4,2,5,26,13,16,0,1,Comptroller
2067,38,1,25,82,0,4,4,11,13,25,0,10,2,0,7,44,13,24,0,1,Comptroller
2068,336,133,70,480,0,34,14,39,44,121,1,157,16,17,66,100,145,72,1,19,Comptroller
2069,108,12,37,126,0,15,3,8,15,23,0,79,4,9,16,38,12,2,0,3,Comptroller
2070,37,1,35,82,0,12,5,10,13,27,0,11,6,2,6,46,16,24,0,4,Comptroller
2071,51,8,18,136,1,24,129,11,13,21,0,30,5,2,21,16,7,180,0,88,Comptroller
2072,53,2,6,43,0,4,1,8,2,7,0,2,0,0,2,24,3,3,0,1,Comptroller
2073,353,28,61,502,1,40,13,47,51,142,1,169,11,25,50,87,131,81,0,17,Comptroller
2074,92,6,29,193,2,14,4,26,21,42,0,1,2,17,10,89,11,182,0,4,Comptroller
2075,8,17,23,102,0,9,1,26,9,26,0,9,9,3,5,23,8,53,0,6,Comptroller
2076,107,23,47,148,1,11,10,28,19,44,15,6,9,8,22,68,3,194,13,17,Comptroller
2077,38,1,27,81,0,10,5,12,15,31,0,11,5,0,8,44,17,24,0,3,Comptroller
2078,93,10,18,89,0,27,6,22,14,19,0,6,6,2,10,49,2,40,0,1,Comptroller
2079,38,1,29,83,0,10,5,12,14,29,0,11,2,0,6,45,18,24,0,4,Comptroller
2080,8,18,3,45,5,15,1,11,7,11,0,14,19,0,3,22,6,3,0,1,Comptroller
2081,40,23,29,187,1,19,6,42,16,33,0,28,15,4,11,48,7,89,0,6,Comptroller
2082,24,22,31,72,1,15,2,14,12,18,0,14,18,4,6,18,16,8,0,3,Comptroller
2083,102,9,40,101,0,17,4,11,6,22,0,74,9,8,13,29,20,5,0,3,Comptroller
2084,38,1,32,85,0,10,5,12,14,32,0,11,7,2,7,47,17,24,0,2,Comptroller
2085,20,0,7,20,0,11,1,11,18,5,0,8,16,0,2,1,13,1,0,8,Comptroller
2086,224,25,82,272,10,24,21,34,17,60,0,43,9,13,29,65,38,268,0,39,Comptroller
2087,94,28,20,131,1,18,4,15,8,27,0,65,18,1,8,38,10,5,0,2,Comptroller
2088,62,22,53,164,1,16,9,19,17,42,0,40,17,0,12,97,17,70,0,14,Comptroller
2089,316,44,106,451,3,103,454,68,45,126,29,232,36,21,55,115,135,35,31,30,Comptroller
2090,99,25,27,145,1,27,4,16,11,33,0,82,19,7,13,49,11,5,0,2,Comptroller
2091,5,0,3,33,0,3,1,3,1,2,0,0,0,3,0,10,1,4,0,1,Comptroller
2092,29,2,25,63,0,5,3,13,10,26,0,8,5,0,8,42,10,25,0,7,Comptroller
2093,178,37,63,384,3,28,57,58,21,75,14,21,12,20,36,151,12,327,12,31,Comptroller
2094,4,2,7,1,0,8,3,5,3,11,0,0,0,0,1,6,3,13,0,1,Comptroller
2095,92,29,19,131,1,18,4,15,8,28,0,66,19,1,9,39,10,5,0,2,Comptroller
2096,37,1,38,83,0,10,5,12,14,33,0,11,5,2,7,47,18,24,0,2,Comptroller
2097,108,28,19,160,1,37,7,30,16,30,0,22,22,2,12,68,5,44,0,2,Comptroller
2098,33,0,23,48,0,0,0,4,5,2,0,1,0,1,0,12,1,21,0,3,Comptroller
2099,27,19,11,62,1,12,2,20,20,21,0,12,16,1,4,30,4,29,0,17,Comptroller
2100,79,9,19,81,0,5,3,7,3,18,0,60,2,0,4,22,8,2,0,1,Comptroller
2101,87,46,37,156,1,24,6,16,5,31,0,76,25,0,13,38,10,5,0,5,Comptroller
2102,39,1,31,81,0,9,5,12,15,29,0,10,4,0,7,44,17,24,0,3,Comptroller
2103,8,18,22,68,0,8,1,31,10,15,0,5,11,2,3,28,7,3,0,7,Comptroller
2104,2,0,6,2,0,7,2,5,3,9,0,0,0,0,1,4,1,11,0,1,Comptroller
2105,19,57,37,152,2,21,3,37,14,55,3,47,49,2,11,65,21,97,2,7,Comptroller
2106,224,15,66,193,254,21,10,24,26,51,0,97,3,10,31,45,140,11,0,7,Comptroller
2107,2,0,23,17,0,3,1,5,4,5,0,1,5,2,0,5,1,23,0,1,Comptroller
2108,104,9,43,124,0,15,3,9,15,22,0,84,4,9,15,34,11,2,0,3,Comptroller
2109,505,54,74,731,4,62,68,64,26,214,9,68,21,41,111,194,202,745,8,47,Comptroller
2110,36,1,33,83,0,8,5,12,14,28,0,10,4,2,6,45,18,23,0,2,Comptroller
2111,107,11,34,114,0,16,3,12,7,23,0,77,4,7,13,33,11,3,0,3,Comptroller
2112,115,6,72,172,0,8,9,15,32,31,0,19,0,9,7,66,17,97,0,12,Comptroller
2113,88,47,22,159,1,19,7,19,4,29,0,75,24,2,13,36,11,5,0,4,Comptroller
2114,232,15,36,213,0,37,32,28,26,55,0,103,8,18,38,46,112,8,0,13,Comptroller
2115,435,81,171,808,3,65,110,125,50,181,34,34,46,35,90,307,23,710,35,63,Comptroller
2116,38,1,28,82,0,4,4,13,16,24,0,9,4,0,7,44,11,24,0,0,Comptroller
2117,38,1,25,79,0,8,5,12,13,31,0,11,5,2,6,47,18,24,0,2,Comptroller
2118,285,31,58,141,0,33,1,52,231,123,0,57,17,18,54,44,95,281,0,19,Comptroller
2119,113,29,38,162,1,25,4,18,13,32,0,94,21,7,15,52,14,4,0,3,Comptroller
2120,39,1,23,80,0,4,4,11,13,24,0,10,2,0,7,45,13,24,0,1,Comptroller
2121,116,28,35,160,1,25,3,18,12,30,0,93,20,8,14,52,14,4,0,3,Comptroller
2122,38,1,31,82,0,10,5,13,15,29,0,10,4,2,6,45,16,24,0,7,Comptroller
2123,304,47,61,397,1,44,10,44,26,67,4,185,51,15,46,61,126,8,4,26,Comptroller
2124,94,11,25,100,0,14,3,7,6,18,0,68,3,8,10,31,9,1,0,1,Comptroller
2125,153,9,22,195,2,33,19,21,25,49,0,58,6,12,23,35,32,57,0,11,Comptroller
2126,41,3,26,89,0,24,15,11,15,37,0,9,5,2,8,57,11,37,0,2,Comptroller
2127,165,12,34,139,1,12,176,19,23,34,2,60,2,8,13,24,27,9,0,2,Comptroller
2128,2,0,10,40,0,7,1,7,4,5,0,0,1,0,1,13,7,14,0,2,Comptroller
2129,59,37,146,142,1,20,5,25,10,22,0,27,28,3,10,45,8,56,0,9,Comptroller
2130,39,0,28,75,0,9,6,13,13,26,0,11,6,2,3,45,17,22,0,2,Comptroller
2131,40,1,29,77,0,9,5,13,15,28,0,10,4,0,6,45,18,24,0,3,Comptroller
2132,8,28,23,94,7,27,13,18,9,19,1,17,24,1,7,40,5,49,1,2,Comptroller
2133,184,44,57,293,2,20,58,64,19,70,12,8,8,20,30,78,8,364,10,29,Comptroller
2134,39,1,32,83,0,8,5,14,15,29,0,11,6,2,6,47,18,24,0,3,Comptroller
2135,79,10,24,84,0,5,3,7,4,18,0,60,2,0,7,20,8,2,0,1,Comptroller
2136,34,1,27,78,0,9,5,10,14,27,0,10,5,4,6,45,18,23,0,2,Comptroller
2137,294,82,79,525,275,52,20,78,46,109,4,156,58,18,60,116,134,199,6,22,Comptroller
2138,162,8,37,224,2,32,22,23,20,58,0,63,3,10,26,64,57,58,0,9,Comptroller
2139,109,12,45,135,0,16,3,10,15,23,0,83,4,9,16,38,11,3,0,3,Comptroller
2140,8,53,15,99,0,15,1,27,11,21,0,15,11,1,2,19,23,50,0,5,Comptroller
2141,3,1,0,6,0,4,1,28,4,25,0,17,0,0,9,12,2,0,0,44,Comptroller
2142,166,8,38,223,2,27,22,20,17,59,0,63,3,10,27,69,56,60,0,8,Comptroller
2143,1,0,3,1,0,5,1,4,2,0,0,0,0,0,0,0,1,0,0,1,Comptroller
2144,109,4,26,147,0,24,35,72,13,49,20,1,6,11,23,71,1,240,18,21,Comptroller
2145,131,0,36,168,0,5,5,33,7,52,0,5,2,5,8,60,2,129,0,20,Comptroller
2146,50,0,10,26,0,3,1,10,2,12,0,5,0,0,9,8,4,25,0,6,Comptroller
2147,94,10,22,86,0,15,3,7,4,23,0,63,3,9,8,30,9,2,0,1,Comptroller
2148,38,1,33,84,0,9,5,14,14,32,0,11,6,2,7,47,18,24,0,3,Comptroller
2149,10,34,25,74,0,6,1,17,4,16,3,10,13,3,3,37,23,44,2,7,Comptroller
2150,91,11,33,100,0,14,3,16,6,20,0,68,2,8,10,34,11,1,0,1,Comptroller
2151,236,31,54,330,3,65,313,35,43,66,0,103,26,29,73,74,124,122,0,32,Comptroller
2152,93,13,31,101,0,15,3,10,6,21,0,65,3,7,11,35,9,1,0,1,Comptroller
2153,39,0,23,77,0,8,5,7,15,29,0,10,6,2,6,44,19,23,0,2,Comptroller
2154,143,11,60,182,0,53,12,16,18,58,0,94,3,14,35,102,32,38,0,12,Comptroller
2155,219,51,96,310,3,128,85,35,25,109,184,128,34,18,46,86,105,108,224,89,Comptroller
2156,19,11,0,7,0,116,4,23,8,33,0,56,7,7,18,16,47,5,0,9,Comptroller
2157,15,2,28,128,0,16,3,25,29,8,0,3,14,2,8,20,9,34,0,5,Comptroller
2158,66,19,40,189,2,16,14,20,35,40,0,17,27,5,16,74,13,86,0,3,Comptroller
2159,79,10,20,79,0,4,3,6,3,18,0,52,1,0,6,21,7,1,0,1,Comptroller
2160,65,19,32,96,65,26,7,22,30,30,0,48,20,5,9,29,41,6,0,2,Comptroller
2161,38,1,23,81,0,4,4,9,13,24,0,10,4,0,7,44,13,24,0,1,Comptroller
2162,74,8,36,92,0,7,3,15,2,11,0,35,3,0,8,19,10,6,0,1,Comptroller
2163,40,0,28,78,0,4,4,10,13,27,0,10,6,0,6,43,17,23,0,3,Comptroller
2164,2,2,6,1,0,8,3,5,3,11,0,0,1,0,1,6,3,12,0,1,Comptroller
2165,38,0,30,76,0,5,4,9,13,27,0,10,6,0,6,42,18,23,0,2,Comptroller
2166,148,32,59,265,4,19,13,38,19,59,0,18,21,7,18,66,33,176,0,13,Comptroller
2167,144,2,54,172,0,7,15,32,9,55,0,4,4,7,12,57,1,127,0,25,Comptroller
2168,38,1,31,79,0,11,5,12,15,30,0,11,7,2,7,44,16,23,0,4,Comptroller
2169,170,5,86,222,0,2,1,29,13,35,0,4,1,2,17,23,8,139,0,2,Comptroller
2170,38,1,27,79,0,10,5,14,13,32,0,10,5,2,7,34,17,24,0,3,Comptroller
2171,108,5,42,203,0,25,33,78,16,51,20,1,5,8,27,71,1,255,20,21,Comptroller
2172,2,0,33,34,0,5,1,5,5,5,0,1,8,2,0,10,5,23,0,1,Comptroller
2173,163,8,39,222,2,27,21,18,18,61,0,64,3,8,27,66,56,57,0,9,Comptroller
2174,36,2,24,80,0,5,3,9,13,28,0,9,1,0,9,44,11,25,0,15,Comptroller
2175,80,10,20,87,0,5,3,7,3,19,0,58,1,0,6,20,8,2,0,1,Comptroller
2176,306,55,69,443,2,38,14,58,55,97,5,172,36,12,57,80,145,70,6,11,Comptroller
2177,108,28,29,157,1,38,7,29,21,33,0,26,24,2,13,70,5,43,0,2,Comptroller
2178,57,0,22,63,0,9,1,9,7,18,0,6,0,3,8,6,17,17,0,9,Comptroller
2179,80,14,36,91,1,14,6,18,10,31,0,11,9,1,14,32,5,92,0,1,Comptroller
2180,113,11,73,160,0,24,7,16,15,47,0,80,5,9,17,85,26,24,0,2,Comptroller
2181,3,0,2,1,0,3,1,3,5,0,0,0,0,0,0,0,1,2,0,1,Comptroller
2182,84,0,19,46,1,7,6,8,11,17,0,6,1,6,5,39,30,78,0,4,Comptroller
2183,250,38,16,297,2,10,8,80,19,122,0,4,0,26,56,122,35,491,0,21,Comptroller
2184,240,42,41,275,0,35,539,57,22,78,16,10,8,19,36,102,30,380,18,32,Comptroller
2185,128,29,34,240,58,47,27,31,11,60,0,53,24,13,21,39,22,160,0,27,Comptroller
2186,43,9,28,112,0,17,10,18,19,33,0,19,6,2,7,53,19,25,0,4,Comptroller
2187,12,0,23,42,0,2,1,3,5,2,0,1,1,3,2,5,0,3,0,2,Comptroller
2188,35,1,30,81,0,10,5,12,14,28,0,10,5,2,6,45,18,23,0,2,Comptroller
2189,25,12,16,43,0,3,3,5,3,5,1,0,0,1,0,1,5,30,1,2,Comptroller
2190,43,15,36,115,1,19,10,19,20,33,0,20,7,0,9,51,20,25,0,4,Comptroller
2191,34,0,22,74,0,9,5,10,13,28,0,10,3,1,5,45,16,23,0,1,Comptroller
2192,7,0,2,17,0,3,1,5,2,1,0,0,0,1,0,0,1,2,0,1,Comptroller
2193,110,28,38,161,1,25,4,17,13,32,0,95,21,7,15,51,14,4,0,3,Comptroller
2194,99,29,27,148,1,26,4,17,11,34,0,81,20,7,13,52,11,4,0,2,Comptroller
2195,250,55,79,357,1,29,52,93,20,84,30,46,11,29,38,291,11,86,26,29,Comptroller
2196,205,16,34,370,0,33,15,21,17,88,1,24,1,21,29,133,21,355,1,60,Comptroller
2197,90,47,22,157,1,19,7,19,4,29,0,76,25,3,12,35,11,5,0,4,Comptroller
2198,94,11,42,113,0,26,3,9,7,20,0,85,9,8,13,33,13,1,0,3,Comptroller
2199,36,1,22,81,0,3,4,9,13,24,0,10,2,0,7,45,13,24,0,1,Comptroller
2200,99,28,29,148,1,26,4,16,11,31,0,82,19,7,13,51,11,4,0,2,Comptroller
2201,322,125,77,432,3,50,16,35,54,131,2,134,9,23,61,100,147,95,2,34,Comptroller
2202,40,0,20,68,0,8,6,11,15,25,0,11,1,3,3,47,18,22,0,1,Comptroller
2203,150,35,62,259,1,28,48,73,21,57,8,16,40,21,31,95,3,321,1,22,Comptroller
2204,12,8,13,37,0,5,1,6,4,9,0,6,2,3,1,12,1,13,0,7,Comptroller
2205,7,18,4,50,1,15,2,11,6,10,0,10,18,0,3,19,3,3,0,1,Comptroller
2206,245,24,64,307,6,22,16,28,25,69,0,44,6,22,35,70,18,301,0,33,Comptroller
2207,294,36,58,446,1,45,280,41,24,109,0,130,18,30,61,73,132,32,0,18,Comptroller
2208,107,29,45,168,1,22,33,34,14,35,17,8,12,16,16,83,4,157,16,16,Comptroller
2209,39,0,20,74,0,9,6,11,14,27,0,11,5,2,3,45,17,22,0,2,Comptroller
2210,241,54,84,651,4,51,31,69,47,78,0,31,46,22,20,169,28,265,0,7,Comptroller
2211,34,0,21,48,0,5,1,6,5,3,0,0,0,2,1,12,2,21,0,5,Comptroller
2212,32,0,19,64,0,6,6,12,11,21,0,10,5,1,2,45,17,22,0,2,Comptroller
2213,3,1,2,2,0,3,1,6,1,0,0,0,0,1,1,0,1,1,0,1,Comptroller
2214,94,10,28,86,0,16,3,17,4,23,0,63,1,9,8,31,9,2,0,1,Comptroller
2215,80,8,17,77,0,4,2,6,3,18,0,63,1,0,6,21,5,2,0,2,Comptroller
2216,127,63,42,255,3,51,6,36,23,52,0,123,55,7,21,90,20,12,0,5,Comptroller
2217,127,46,30,226,1,22,21,32,12,42,16,35,28,5,20,50,15,76,11,19,Comptroller
2218,206,50,85,306,4,126,84,33,24,106,196,129,34,19,47,86,102,103,227,85,Comptroller
2219,340,131,59,466,1,32,12,41,46,109,0,162,11,15,60,102,142,71,0,20,Comptroller
2220,149,2,68,268,20,10,20,39,13,64,0,9,5,11,21,69,3,182,0,40,Comptroller
2221,171,9,45,216,0,33,8,29,19,52,1,64,6,13,23,67,53,39,1,26,Comptroller
2222,12,1,4,16,0,4,1,3,9,4,0,5,0,0,4,0,19,0,0,1,Comptroller
2223,210,51,87,293,3,125,82,34,25,104,186,129,37,19,46,88,105,96,214,86,Comptroller
2224,2,4,4,15,0,6,2,10,35,61,0,41,20,8,12,11,8,21,0,6,Comptroller
2225,52,9,33,176,1,26,130,8,17,30,0,31,2,3,21,28,9,188,0,89,Comptroller
2226,52,5,19,66,0,9,1,7,3,6,0,38,3,5,7,14,6,1,0,1,Comptroller
2227,1,2,24,4,0,3,1,5,7,3,0,7,1,2,1,0,1,1,0,10,Comptroller
2228,5,13,14,68,3,23,12,16,10,9,0,12,14,1,11,20,7,6,0,2,Comptroller
2229,2,0,34,32,0,5,1,5,6,5,0,1,3,2,0,10,5,23,0,1,Comptroller
2230,325,60,183,763,1,52,81,162,50,135,40,21,21,27,68,283,19,650,38,47,Comptroller
2231,304,17,31,330,0,38,12,38,30,71,3,118,10,15,40,59,114,41,2,11,Comptroller
2232,383,130,65,519,0,30,15,51,46,127,0,170,16,18,67,80,139,142,0,29,Comptroller
2233,99,27,27,145,1,26,4,16,11,29,0,82,20,7,13,51,10,3,0,2,Comptroller
2234,7,2,58,108,0,4,1,13,60,23,0,13,24,5,4,23,27,55,0,4,Comptroller
2235,155,2,58,191,1,0,12,52,8,58,0,6,4,4,13,61,3,128,0,25,Comptroller
2236,170,55,64,251,4,54,220,35,27,70,0,73,35,10,29,50,115,141,0,42,Comptroller
2237,114,27,38,162,1,25,4,18,13,33,0,95,21,7,15,53,14,4,0,3,Comptroller
2238,37,0,21,78,0,9,6,11,14,25,0,11,5,2,3,47,17,22,0,1,Comptroller
2239,7,2,59,109,0,4,1,13,59,24,0,13,22,5,4,23,26,54,0,3,Comptroller
2240,2,0,3,2,0,4,1,3,2,1,0,1,0,0,0,0,1,0,0,1,Comptroller
2241,115,11,40,192,3,11,7,17,11,39,0,23,3,11,16,47,10,152,0,15,Comptroller
2242,338,127,79,459,0,27,12,36,44,114,0,153,15,17,63,93,136,72,0,20,Comptroller
2243,36,1,33,83,0,11,5,10,15,29,0,11,5,2,8,47,19,24,0,2,Comptroller
2244,231,41,155,492,4,77,81,225,60,126,19,31,39,35,75,321,15,679,14,87,Comptroller
2245,4,2,6,2,0,7,3,6,3,11,0,0,0,0,1,6,3,14,0,1,Comptroller
2246,0,1,5,6,0,12,1,4,2,0,0,0,1,1,0,0,2,0,0,0,Construction
2247,0,0,1,3,0,5,1,2,3,0,0,0,0,0,0,0,1,0,0,0,Construction
2248,0,1,4,3,0,13,5,2,2,0,0,0,2,1,0,0,1,0,0,0,Construction
2249,0,3,4,14,1,20,12,3,2,3,0,5,2,3,2,3,2,0,0,0,Construction
2250,0,0,3,3,0,8,2,2,3,0,0,0,0,0,1,0,1,0,0,0,Construction
2251,0,0,2,3,0,7,2,3,3,0,0,0,0,0,0,0,1,0,0,0,Construction
2252,36,97,192,283,0,216,169,86,48,123,154,115,132,16,81,42,38,177,148,210,Construction
2253,0,2,3,11,1,17,14,3,2,4,1,4,1,3,3,0,2,0,0,0,Construction
2254,0,1,4,3,0,14,4,2,2,0,0,0,3,1,0,0,2,0,0,0,Construction
2255,0,3,5,12,1,21,14,4,1,4,1,3,3,2,3,0,3,0,0,0,Construction
2256,0,2,7,15,1,21,13,4,2,5,1,4,4,3,3,0,2,0,0,0,Construction
2257,0,3,3,14,1,19,11,3,2,4,1,4,2,2,3,0,3,0,0,0,Construction
2258,0,3,5,13,1,21,16,3,2,4,1,3,2,3,2,0,2,0,0,0,Construction
2259,2,3,5,11,1,20,12,4,3,3,0,3,2,3,1,0,3,0,0,0,Construction
2260,10,39,73,129,1,151,92,39,44,57,13,51,29,10,18,45,17,84,7,72,Construction
2261,0,3,5,19,1,25,19,4,2,7,1,4,7,4,4,0,3,0,0,0,Construction
2262,0,3,3,12,1,20,15,2,2,4,0,5,3,3,2,0,2,0,0,0,Construction
2263,2,1,3,11,0,16,12,3,1,3,0,3,3,3,0,0,2,0,0,0,Construction
2264,2,1,10,18,0,22,10,11,4,12,0,1,5,1,6,0,1,1,0,2,Construction
2265,2,2,8,16,1,20,16,3,2,4,1,4,3,4,2,0,3,0,0,0,Construction
2266,3,4,8,19,2,32,16,15,6,6,3,4,3,4,3,0,3,0,0,1,Construction
2267,0,2,4,13,1,22,15,3,2,4,1,4,2,3,2,0,2,0,0,0,Construction
2268,0,3,4,13,1,19,15,4,2,4,0,3,0,3,2,0,3,0,0,0,Construction
